inside_growth_ha,outside_growth_ha,total_growth_ha,inside_share_of_total_growth_pct,outside_share_of_total_growth_pct,inside_growth_pct_points_of_2000_total_AEI,outside_growth_pct_points_of_2000_total_AEI,total_growth_pct_of_2000_total_AEI,inside_share_of_total_AEI_2000_pct,inside_share_of_total_AEI_2015_pct,inside_share_change_pct_points,inside_AEI_per_command_area_2000_pct,inside_AEI_per_command_area_2015_pct,inside_AEI_per_command_area_change_pct_points,active_command_area_dams_2000,active_command_area_dams_2015,new_active_command_area_dams_2001_2015,command_area_growth_ha_2001_2015
11880.609059215729,521547.63200455625,533428.2410637718,2.2272178607422832,97.77278213925776,0.23504639307475533,10.318316940515771,10.553363333590521,1.4986830290865298,1.568228563910646,0.06954553482411607,7.722032908580112,8.812948702969102,1.09091579438899,161,169,8,13376.531407885603
